platform,campaign_name,spend,impressions,clicks,conversions,revenue,roi,actual_cpa,cpa_status
Meta,Meta_Campaign_1178,32.24000025,169108,20,1,22.0,-0.3176178712963875,32.24000025,Over Target
Meta,Meta_Campaign_1178,245.5999999,1044442,142,8,176.0,-0.2833876218580568,30.6999999875,Over Target
Meta,Meta_Campaign_1178,17.6400001,93891,11,3,66.0,2.7414965774291575,5.880000033333334,Over Target
Meta,Meta_Campaign_1178,38.54999936,185823,25,1,22.0,-0.42931257158910624,38.54999936,Over Target
Meta,Meta_Campaign_1178,40.75999951,175631,23,0,0.0,-1.0,40.75999951,Over Target
Meta,Meta_Campaign_1178,6.370000005,37187,4,0,0.0,-1.0,6.370000005,Over Target
Meta,Meta_Campaign_1178,0.0,10991,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_1178,89.76000047,344618,51,1,22.0,-0.7549019620676924,89.76000047,Over Target
Meta,Meta_Campaign_1178,16.1500001,98066,9,0,0.0,-1.0,16.1500001,Over Target
Meta,Meta_Campaign_1178,189.1299984,770749,100,3,66.0,-0.651033677585015,63.0433328,Over Target
Meta,Meta_Campaign_1178,8.529999852,52553,5,0,0.0,-1.0,8.529999852,Over Target
Meta,Meta_Campaign_1178,67.77000129,362296,39,3,66.0,-0.026117769755172986,22.59000043,Over Target
Meta,Meta_Campaign_1178,96.8999989,427729,50,1,22.0,-0.7729618137281526,96.8999989,Over Target
Meta,Meta_Campaign_1178,37.13000011,180351,21,1,22.0,-0.40748720886551054,37.13000011,Over Target
Meta,Meta_Campaign_1178,53.15999961,187329,29,1,22.0,-0.5861550007261184,53.15999961,Over Target
Meta,Meta_Campaign_1178,192.9299995,782894,118,2,44.0,-0.7719380080131084,96.46499975,Over Target
Meta,Meta_Campaign_1178,236.1199988,1206533,128,6,132.0,-0.4409622197575583,39.35333313333333,Over Target
Meta,Meta_Campaign_1178,12.57000017,84494,7,0,0.0,-1.0,12.57000017,Over Target
Meta,Meta_Campaign_1178,12.5800004,94257,7,1,22.0,0.7488075755546082,12.5800004,Over Target
Meta,Meta_Campaign_1178,28.04999959,131060,16,1,22.0,-0.21568626304568153,28.04999959,Over Target
Meta,Meta_Campaign_1178,83.48000121,341603,50,2,44.0,-0.4729276549803251,41.740000605,Over Target
Meta,Meta_Campaign_1178,30.4799999,140749,19,1,22.0,-0.2782152207290525,30.4799999,Over Target
Meta,Meta_Campaign_1178,20.29999983,102525,13,1,22.0,0.0837438514402194,20.29999983,Over Target
Meta,Meta_Campaign_1178,131.5799983,447952,68,1,22.0,-0.8328013354291098,131.5799983,Over Target
Meta,Meta_Campaign_1178,14.62999988,76355,9,0,0.0,-1.0,14.62999988,Over Target
Meta,Meta_Campaign_1178,64.46999931,256598,38,1,22.0,-0.6587560068953257,64.46999931,Over Target
Meta,Meta_Campaign_1178,30.15000057,127476,21,2,44.0,0.4593697899886972,15.075000285,Over Target
Meta,Meta_Campaign_1178,62.25000024,237603,37,2,44.0,-0.29317269348816954,31.12500012,Over Target
Meta,Meta_Campaign_1178,78.03999984,271091,42,1,22.0,-0.7180932849166444,78.03999984,Over Target
Meta,Meta_Campaign_1178,3.400000095,21743,2,0,0.0,-1.0,3.400000095,Over Target
Meta,Meta_Campaign_1178,14.8300004,88970,10,0,0.0,-1.0,14.8300004,Over Target
Meta,Meta_Campaign_1178,22.42999983,108362,13,1,22.0,-0.019170746021356516,22.42999983,Over Target
Meta,Meta_Campaign_1178,44.14000034,188596,27,0,0.0,-1.0,44.14000034,Over Target
Meta,Meta_Campaign_1178,69.65999997,275080,43,3,66.0,-0.05254091259799352,23.21999999,Over Target
Meta,Meta_Campaign_1178,16.26999998,64647,10,0,0.0,-1.0,16.26999998,Over Target
Meta,Meta_Campaign_1178,5.789999902,31265,4,0,0.0,-1.0,5.789999902,Over Target
Meta,Meta_Campaign_1178,42.08000016,140147,24,0,0.0,-1.0,42.08000016,Over Target
Meta,Meta_Campaign_1178,67.66999984,223120,40,0,0.0,-1.0,67.66999984,Over Target
Meta,Meta_Campaign_1178,34.07000089,104869,18,0,0.0,-1.0,34.07000089,Over Target
Meta,Meta_Campaign_1178,41.71999967,165177,23,1,22.0,-0.4726749718596055,41.71999967,Over Target
Meta,Meta_Campaign_1178,19.56999981,84194,11,0,0.0,-1.0,19.56999981,Over Target
Meta,Meta_Campaign_1178,57.37,220581,31,1,22.0,-0.6165243158445181,57.37,Over Target
Meta,Meta_Campaign_1178,17.36999965,75804,10,1,22.0,0.2665515511394958,17.36999965,Over Target
Meta,Meta_Campaign_1178,100.289999,368986,59,0,0.0,-1.0,100.289999,Over Target
Meta,Meta_Campaign_1178,3.709999919,28194,3,0,0.0,-1.0,3.709999919,Over Target
Meta,Meta_Campaign_1178,23.2099998,99961,14,0,0.0,-1.0,23.2099998,Over Target
Meta,Meta_Campaign_1178,0.0,7573,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_1178,177.8899992,685781,103,1,22.0,-0.876328067350961,177.8899992,Over Target
Meta,Meta_Campaign_1178,66.7700001,274222,43,1,22.0,-0.6705107088954461,66.7700001,Over Target
Meta,Meta_Campaign_1178,32.67999995,110503,25,0,0.0,-1.0,32.67999995,Over Target
Meta,Meta_Campaign_1178,420.5799983,1447755,233,8,176.0,-0.5815302660340517,52.5724997875,Over Target
Meta,Meta_Campaign_1178,87.55000067,358987,52,0,0.0,-1.0,87.55000067,Over Target
Meta,Meta_Campaign_1178,232.3700008,826205,125,1,22.0,-0.9053234069619197,232.3700008,Over Target
Meta,Meta_Campaign_1178,150.1400012,550954,84,0,0.0,-1.0,150.1400012,Over Target
Meta,Meta_Campaign_1178,96.48000073,378350,55,0,0.0,-1.0,96.48000073,Over Target
Meta,Meta_Campaign_1178,95.5100013,492784,56,4,88.0,-0.07863052243514103,23.877500325,Over Target
Meta,Meta_Campaign_1178,72.3100003,327158,43,2,44.0,-0.3915087841591393,36.15500015,Over Target
Meta,Meta_Campaign_1178,0.0,9921,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_1178,9.209999919,59390,5,3,66.0,6.166123841526171,3.069999973,Over Target
Meta,Meta_Campaign_1178,254.2500038,1040330,147,2,44.0,-0.8269419888205327,127.1250019,Over Target
Meta,Meta_Campaign_1178,11.17000031,49422,6,0,0.0,-1.0,11.17000031,Over Target
Meta,Meta_Campaign_1178,34.23000026,131091,18,1,22.0,-0.35728893272290024,34.23000026,Over Target
Meta,Meta_Campaign_1178,25.26000011,95691,15,1,22.0,-0.12905780268422967,25.26000011,Over Target
Meta,Meta_Campaign_1178,1.289999962,15513,1,0,0.0,-1.0,1.289999962,Under Target
Meta,Meta_Campaign_1178,113.9900012,382537,63,3,66.0,-0.42100184836211757,37.99666706666667,Over Target
Meta,Meta_Campaign_1178,121.0999982,461356,64,3,66.0,-0.4549958630800376,40.36666606666667,Over Target
Meta,Meta_Campaign_1178,98.70000017,392541,53,2,44.0,-0.5542046613554732,49.350000085,Over Target
Meta,Meta_Campaign_1178,8.800000072,35088,5,1,22.0,1.4999999795454548,8.800000072,Over Target
Meta,Meta_Campaign_1178,9.929999948,53933,6,1,22.0,1.2155085715212934,9.929999948,Over Target
Meta,Meta_Campaign_1178,53.38999939,228861,33,2,44.0,-0.17587562272493218,26.694999695,Over Target
Meta,Meta_Campaign_1178,3.769999981,20959,2,1,22.0,4.835543795988152,3.769999981,Over Target
Meta,Meta_Campaign_1178,3.190000057,24992,2,0,0.0,-1.0,3.190000057,Over Target
Meta,Meta_Campaign_1178,24.17999995,100351,15,1,22.0,-0.09015715279188821,24.17999995,Over Target
Meta,Meta_Campaign_1178,76.89999968,292448,43,1,22.0,-0.7139141730618015,76.89999968,Over Target
Meta,Meta_Campaign_1178,14.5200001,65060,7,1,22.0,0.5151515047165873,14.5200001,Over Target
Meta,Meta_Campaign_1178,36.17000055,133316,21,0,0.0,-1.0,36.17000055,Over Target
Meta,Meta_Campaign_1178,38.44000077,113501,26,4,88.0,1.28928195206173,9.6100001925,Over Target
Meta,Meta_Campaign_1178,61.92999995,192810,41,3,66.0,0.06571936142880616,20.643333316666666,Over Target
Meta,Meta_Campaign_1178,70.4100008,233404,43,1,22.0,-0.6875443864502839,70.4100008,Over Target
Meta,Meta_Campaign_1178,37.5999999,128843,24,0,0.0,-1.0,37.5999999,Over Target
Meta,Meta_Campaign_1178,20.59000027,63564,12,0,0.0,-1.0,20.59000027,Over Target
Meta,Meta_Campaign_1178,24.78000021,85970,14,1,22.0,-0.11218725530430497,24.78000021,Over Target
Meta,Meta_Campaign_1178,29.53999937,131232,16,1,22.0,-0.2552471066623452,29.53999937,Over Target
Meta,Meta_Campaign_1178,37.84999979,152454,22,1,22.0,-0.41875825304991365,37.84999979,Over Target
Meta,Meta_Campaign_1178,2.290000021,28989,2,0,0.0,-1.0,2.290000021,Over Target
Meta,Meta_Campaign_1178,24.1900003,80248,15,1,22.0,-0.09053328949317958,24.1900003,Over Target
Meta,Meta_Campaign_1178,8.519999981,38580,5,0,0.0,-1.0,8.519999981,Over Target
Meta,Meta_Campaign_1178,163.36,621591,91,1,22.0,-0.8653281096963761,163.36,Over Target
Meta,Meta_Campaign_1178,58.14000005,250499,36,1,22.0,-0.6216030275012013,58.14000005,Over Target
Meta,Meta_Campaign_1178,29.30999982,131637,18,1,22.0,-0.24940292954256324,29.30999982,Over Target
Meta,Meta_Campaign_1178,116.3399996,463813,69,2,44.0,-0.6217981764545235,58.1699998,Over Target
Meta,Meta_Campaign_1178,60.89999914,211767,35,1,22.0,-0.6387520474437892,60.89999914,Over Target
Meta,Meta_Campaign_1178,40.02000093,163181,26,1,22.0,-0.45027487534343746,40.02000093,Over Target
Meta,Meta_Campaign_1178,260.0699984,1117385,147,2,44.0,-0.8308147795951231,130.0349992,Over Target
Meta,Meta_Campaign_1178,359.4700001,1663441,205,6,132.0,-0.6327927227215643,59.91166668333333,Over Target
Meta,Meta_Campaign_1178,105.7099996,455248,54,2,44.0,-0.583766907894303,52.8549998,Over Target
Meta,Meta_Campaign_1178,10.66000009,75589,6,1,22.0,1.0637898512438004,10.66000009,Over Target
Meta,Meta_Campaign_1178,143.3000009,594267,82,2,44.0,-0.6929518511956967,71.65000045,Over Target
Meta,Meta_Campaign_1178,65.02999854,315281,35,0,0.0,-1.0,65.02999854,Over Target
Meta,Meta_Campaign_1178,117.5599997,363456,71,1,22.0,-0.8128615170454104,117.5599997,Over Target
Meta,Meta_Campaign_1178,143.4300001,438983,81,1,22.0,-0.8466150736619849,143.4300001,Over Target
Meta,Meta_Campaign_1178,9.659999847,42563,5,1,22.0,1.2774327482864607,9.659999847,Over Target
Meta,Meta_Campaign_1178,124.7999995,399035,75,3,66.0,-0.4711538440350715,41.599999833333335,Over Target
Meta,Meta_Campaign_1178,98.55000019,304680,59,0,0.0,-1.0,98.55000019,Over Target
Meta,Meta_Campaign_1178,40.77000022,140596,23,0,0.0,-1.0,40.77000022,Over Target
Meta,Meta_Campaign_1178,134.8799999,439986,80,3,66.0,-0.5106761562208453,44.959999966666665,Over Target
Meta,Meta_Campaign_1178,19.3599999,75803,11,2,44.0,1.2727272844665667,9.67999995,Over Target
Meta,Meta_Campaign_1178,0.0,7073,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_1178,43.01000035,153586,28,0,0.0,-1.0,43.01000035,Over Target
Meta,Meta_Campaign_1178,42.62999976,180815,31,0,0.0,-1.0,42.62999976,Over Target
Meta,Meta_Campaign_1178,75.78999984,253169,51,0,0.0,-1.0,75.78999984,Over Target
Meta,Meta_Campaign_1178,7.710000038,34453,5,1,22.0,1.8534370806185978,7.710000038,Over Target
Meta,Meta_Campaign_1178,14.03999984,51550,8,0,0.0,-1.0,14.03999984,Over Target
Meta,Meta_Campaign_1178,39.85999966,110018,24,0,0.0,-1.0,39.85999966,Over Target
Meta,Meta_Campaign_1178,36.77999961,137584,21,0,0.0,-1.0,36.77999961,Over Target
Meta,Meta_Campaign_1178,54.86999953,209825,30,0,0.0,-1.0,54.86999953,Over Target
Meta,Meta_Campaign_1178,87.7899996,264222,63,1,22.0,-0.7494019808606993,87.7899996,Over Target
Meta,Meta_Campaign_1178,6.730000019,31202,5,0,0.0,-1.0,6.730000019,Over Target
Meta,Meta_Campaign_1178,76.83999932,252991,49,0,0.0,-1.0,76.83999932,Over Target
Meta,Meta_Campaign_1178,15.53999972,56265,9,0,0.0,-1.0,15.53999972,Over Target
Meta,Meta_Campaign_1178,17.67000008,76923,11,2,44.0,1.4900961969888116,8.83500004,Over Target
Meta,Meta_Campaign_1178,49.60000014,209332,30,1,22.0,-0.5564516141551769,49.60000014,Over Target
Meta,Meta_Campaign_1178,53.26999903,214094,31,0,0.0,-1.0,53.26999903,Over Target
Meta,Meta_Campaign_1178,126.9299996,526209,85,2,44.0,-0.6533522403004877,63.4649998,Over Target
Meta,Meta_Campaign_1178,179.620001,741143,120,1,22.0,-0.8775192078971206,179.620001,Over Target
Meta,Meta_Campaign_1178,38.42000043,172827,25,0,0.0,-1.0,38.42000043,Over Target
Meta,Meta_Campaign_1178,58.5999999,188873,38,1,22.0,-0.6245733781989307,58.5999999,Over Target
Meta,Meta_Campaign_1178,39.72999978,123126,25,1,22.0,-0.44626226725843693,39.72999978,Over Target
Meta,Meta_Campaign_1178,19.11000001,77794,14,1,22.0,0.1512297220558714,19.11000001,Over Target
Meta,Meta_Campaign_1178,15.81000018,56630,9,1,22.0,0.3915243358333726,15.81000018,Over Target
Meta,Meta_Campaign_1178,140.9700022,400844,85,2,44.0,-0.6878768581022269,70.4850011,Over Target
Meta,Meta_Campaign_1178,60.76000023,208572,36,1,22.0,-0.6379196853732467,60.76000023,Over Target
Meta,Meta_Campaign_1178,13.51000011,59004,8,0,0.0,-1.0,13.51000011,Over Target
Meta,Meta_Campaign_1178,55.10000002,196253,32,0,0.0,-1.0,55.10000002,Over Target
Meta,Meta_Campaign_1178,12.63000011,51858,8,1,22.0,0.7418843870461377,12.63000011,Over Target
Meta,Meta_Campaign_1178,81.36000025,280764,49,1,22.0,-0.7295968543215435,81.36000025,Over Target
Meta,Meta_Campaign_1178,16.47000003,63660,11,1,22.0,0.33576198906661436,16.47000003,Over Target
Meta,Meta_Campaign_1178,31.02999997,109289,19,0,0.0,-1.0,31.02999997,Over Target
Meta,Meta_Campaign_1178,60.72999966,188440,40,1,22.0,-0.6377408179949263,60.72999966,Over Target
Meta,Meta_Campaign_1178,74.83000135,212496,44,1,22.0,-0.7060002725765019,74.83000135,Over Target
Meta,Meta_Campaign_1178,7.480000019,32574,5,0,0.0,-1.0,7.480000019,Over Target
Meta,Meta_Campaign_1178,36.4800005,128595,23,1,22.0,-0.3969298328271679,36.4800005,Over Target
Meta,Meta_Campaign_1178,68.06000054,242234,48,0,0.0,-1.0,68.06000054,Over Target
Meta,Meta_Campaign_1178,7.879999995,33154,5,1,22.0,1.7918781743603287,7.879999995,Over Target
Meta,Meta_Campaign_1178,1.460000038,9773,1,0,0.0,-1.0,1.460000038,Under Target
Meta,Meta_Campaign_1178,123.5500004,464036,77,1,22.0,-0.8219344400746761,123.5500004,Over Target
Meta,Meta_Campaign_1178,135.7500012,478480,75,1,22.0,-0.8379373863313085,135.7500012,Over Target
Meta,Meta_Campaign_1178,116.8800001,428812,66,2,44.0,-0.6235455170914224,58.44000005,Over Target
Meta,Meta_Campaign_1178,365.6600009,1177535,221,3,66.0,-0.819504458137193,121.88666696666667,Over Target
Meta,Meta_Campaign_45-49,1.0,128,4,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,1.0,10,2,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,2.0,133,2,0,0.0,-1.0,2.0,Under Target
Meta,Meta_Campaign_45-49,0.0,64,2,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,7.0,603,16,0,0.0,-1.0,7.0,Over Target
Meta,Meta_Campaign_45-49,1.0,220,6,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,1.0,33,3,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,3.0,318,6,0,0.0,-1.0,3.0,Over Target
Meta,Meta_Campaign_45-49,2.0,248,7,0,0.0,-1.0,2.0,Under Target
Meta,Meta_Campaign_45-49,1.0,40,1,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,0.0,109,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,1.0,134,6,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,4.0,103,4,0,0.0,-1.0,4.0,Over Target
Meta,Meta_Campaign_45-49,0.0,116,5,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,1.0,120,2,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,0.0,25,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,0.0,35,2,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,1.0,131,3,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,1.0,29,1,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,1.0,46,2,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,0.0,3,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,0.0,16,2,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,0.0,11,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,0.0,127,2,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,0.0,11,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,0.0,3,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,0.0,33,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,0.0,33,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,3.0,128,4,0,0.0,-1.0,3.0,Over Target
Meta,Meta_Campaign_45-49,1.0,33,1,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,1.0,36,2,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,0.0,5,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,0.0,181,3,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,1.0,41,2,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,0.0,58,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,0.0,80,2,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,0.0,104,3,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,0.0,87,3,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,2.0,253,4,0,0.0,-1.0,2.0,Under Target
Meta,Meta_Campaign_45-49,0.0,39,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,0.0,39,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,1.0,16,2,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,2.0,142,4,0,0.0,-1.0,2.0,Under Target
Meta,Meta_Campaign_45-49,0.0,27,2,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,1.0,29,2,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,8.0,277,17,0,0.0,-1.0,8.0,Over Target
Meta,Meta_Campaign_45-49,10.0,422,17,0,0.0,-1.0,10.0,Over Target
Meta,Meta_Campaign_45-49,0.0,38,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,1.0,17,1,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,1.0,32,2,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,0.0,41,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,1.0,352,3,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,1.0,264,4,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,2.0,158,5,0,0.0,-1.0,2.0,Under Target
Meta,Meta_Campaign_45-49,0.0,4,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,1.0,4,1,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,1.0,37,1,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,0.0,39,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,0.0,19,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,1.0,16,1,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,1.0,22,1,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_45-49,0.0,15,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_45-49,0.0,17,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,4.0,64,8,0,0.0,-1.0,4.0,Over Target
Meta,Meta_Campaign_30-34,2.0,44,8,0,0.0,-1.0,2.0,Under Target
Meta,Meta_Campaign_30-34,1.0,38,2,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,5.0,268,26,0,0.0,-1.0,5.0,Over Target
Meta,Meta_Campaign_30-34,1.0,77,5,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,2.0,46,5,0,0.0,-1.0,2.0,Under Target
Meta,Meta_Campaign_30-34,1.0,153,9,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,1.0,55,2,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,3.0,31,6,0,0.0,-1.0,3.0,Over Target
Meta,Meta_Campaign_30-34,1.0,147,6,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,2.0,159,5,0,0.0,-1.0,2.0,Under Target
Meta,Meta_Campaign_30-34,1.0,117,3,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,2.0,171,4,0,0.0,-1.0,2.0,Under Target
Meta,Meta_Campaign_30-34,1.0,18,1,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,0.0,4,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,0.0,11,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,0.0,24,2,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,4.0,169,7,0,0.0,-1.0,4.0,Over Target
Meta,Meta_Campaign_30-34,1.0,62,4,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,1.0,76,6,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,3.0,195,11,0,0.0,-1.0,3.0,Over Target
Meta,Meta_Campaign_30-34,3.0,38,5,0,0.0,-1.0,3.0,Over Target
Meta,Meta_Campaign_30-34,1.0,24,3,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,3.0,74,9,0,0.0,-1.0,3.0,Over Target
Meta,Meta_Campaign_30-34,2.0,33,5,0,0.0,-1.0,2.0,Under Target
Meta,Meta_Campaign_30-34,1.0,4,1,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,0.0,147,4,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,0.0,0,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,0.0,62,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,1.0,4,1,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,1.0,35,3,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,0.0,29,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,0.0,169,2,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,1.0,41,3,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,2.0,75,4,0,0.0,-1.0,2.0,Under Target
Meta,Meta_Campaign_30-34,6.0,256,19,0,0.0,-1.0,6.0,Over Target
Meta,Meta_Campaign_30-34,13.0,612,38,0,0.0,-1.0,13.0,Over Target
Meta,Meta_Campaign_30-34,0.0,51,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,0.0,54,5,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,3.0,179,11,0,0.0,-1.0,3.0,Over Target
Meta,Meta_Campaign_30-34,0.0,17,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,3.0,375,7,0,0.0,-1.0,3.0,Over Target
Meta,Meta_Campaign_30-34,0.0,1,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,10.0,429,23,0,0.0,-1.0,10.0,Over Target
Meta,Meta_Campaign_30-34,1.0,95,3,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,0.0,3,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,6.0,226,12,0,0.0,-1.0,6.0,Over Target
Meta,Meta_Campaign_30-34,1.0,50,2,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,0.0,54,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,1.0,25,4,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,1.0,9,1,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,1.0,1,1,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,4.0,123,8,0,0.0,-1.0,4.0,Over Target
Meta,Meta_Campaign_30-34,0.0,37,2,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,1.0,33,1,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,6.0,105,9,0,0.0,-1.0,6.0,Over Target
Meta,Meta_Campaign_30-34,0.0,0,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,0.0,5,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,0.0,0,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,0.0,3,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,4.0,343,14,0,0.0,-1.0,4.0,Over Target
Meta,Meta_Campaign_30-34,1.0,19,2,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,3.0,61,6,0,0.0,-1.0,3.0,Over Target
Meta,Meta_Campaign_30-34,1.0,56,2,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,0.0,39,2,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,1.0,99,6,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,0.0,16,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,1.0,23,1,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,1.0,2,1,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,1.0,2,1,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,0.0,0,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,1.0,42,2,0,0.0,-1.0,1.0,Under Target
Meta,Meta_Campaign_30-34,0.0,22,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,0.0,10,2,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,0.0,9,1,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_30-34,0.0,63,5,0,0.0,0.0,0.0,Under Target
