platform,campaign_name,spend,impressions,clicks,conversions,revenue
Meta,Meta_Campaign_936,49.44000006,115896.0,38,0.0,0.0
Meta,Meta_Campaign_936,1.230000019,10186.0,1,1.0,22.0
Meta,Meta_Campaign_936,4.180000067,9134.0,3,0.0,0.0
Meta,Meta_Campaign_936,1.440000057,3385.0,1,1.0,22.0
Meta,Meta_Campaign_936,0.0,1314.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,2916.0,0,1.0,22.0
Meta,Meta_Campaign_936,1.330000043,6142.0,1,0.0,0.0
Meta,Meta_Campaign_936,0.0,1984.0,0,0.0,0.0
Meta,Meta_Campaign_936,3.749999881,9142.0,3,0.0,0.0
Meta,Meta_Campaign_936,2.730000019,5475.0,2,1.0,22.0
Meta,Meta_Campaign_936,2.320000052,8254.0,2,1.0,22.0
Meta,Meta_Campaign_936,1.320000052,5704.0,1,0.0,0.0
Meta,Meta_Campaign_936,0.0,7301.0,0,0.0,0.0
Meta,Meta_Campaign_936,6.169999957,37873.0,5,1.0,22.0
Meta,Meta_Campaign_936,4.940000057,25267.0,4,1.0,22.0
Meta,Meta_Campaign_936,0.0,535.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,3396.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,977.0,0,0.0,0.0
Meta,Meta_Campaign_936,6.340000153,12318.0,5,1.0,22.0
Meta,Meta_Campaign_936,0.860000014,4783.0,1,0.0,0.0
Meta,Meta_Campaign_936,1.350000024,6475.0,1,0.0,0.0
Meta,Meta_Campaign_936,39.25000095,104578.0,29,1.0,22.0
Meta,Meta_Campaign_936,12.51000035,33664.0,11,0.0,0.0
Meta,Meta_Campaign_936,0.0,979.0,0,0.0,0.0
Meta,Meta_Campaign_936,4.079999924,7337.0,3,0.0,0.0
Meta,Meta_Campaign_936,0.0,2499.0,0,0.0,0.0
Meta,Meta_Campaign_936,4.550000191,11244.0,3,0.0,0.0
Meta,Meta_Campaign_936,0.0,4827.0,0,0.0,0.0
Meta,Meta_Campaign_936,8.910000086,29035.0,7,2.0,44.0
Meta,Meta_Campaign_936,0.0,761.0,0,0.0,0.0
Meta,Meta_Campaign_936,1.610000014,6532.0,1,0.0,0.0
Meta,Meta_Campaign_936,4.300000191,11537.0,3,0.0,0.0
Meta,Meta_Campaign_936,2.869999945,12183.0,3,0.0,0.0
Meta,Meta_Campaign_936,1.559999943,5912.0,1,1.0,22.0
Meta,Meta_Campaign_936,1.570000052,4012.0,1,0.0,0.0
Meta,Meta_Campaign_936,3.210000038,12396.0,2,1.0,22.0
Meta,Meta_Campaign_936,0.0,3142.0,0,2.0,44.0
Meta,Meta_Campaign_936,0.0,1120.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,343.0,0,1.0,22.0
Meta,Meta_Campaign_936,0.0,1720.0,0,1.0,22.0
Meta,Meta_Campaign_936,0.0,3423.0,0,1.0,22.0
Meta,Meta_Campaign_936,0.0,3242.0,0,0.0,0.0
Meta,Meta_Campaign_936,1.379999995,15720.0,1,0.0,0.0
Meta,Meta_Campaign_936,0.0,1217.0,0,1.0,22.0
Meta,Meta_Campaign_936,2.839999914,2367.0,2,1.0,22.0
Meta,Meta_Campaign_936,1.320000052,6607.0,1,0.0,0.0
Meta,Meta_Campaign_936,0.0,616.0,0,0.0,0.0
Meta,Meta_Campaign_936,1.519999981,5537.0,1,0.0,0.0
Meta,Meta_Campaign_936,0.0,818.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.980000019,1909.0,1,0.0,0.0
Meta,Meta_Campaign_936,0.0,351.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,572.0,0,0.0,0.0
Meta,Meta_Campaign_936,1.409999967,1884.0,1,0.0,0.0
Meta,Meta_Campaign_936,0.0,219.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,540.0,0,1.0,22.0
Meta,Meta_Campaign_936,0.0,550.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,465.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,1761.0,0,1.0,22.0
Meta,Meta_Campaign_936,0.0,152.0,0,1.0,22.0
Meta,Meta_Campaign_936,0.0,152.0,0,1.0,22.0
Meta,Meta_Campaign_936,0.0,429.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,1514.0,0,2.0,44.0
Meta,Meta_Campaign_936,4.329999924,7780.0,3,2.0,44.0
Meta,Meta_Campaign_936,0.0,460.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,471.0,0,0.0,0.0
Meta,Meta_Campaign_936,1.070000052,2633.0,1,0.0,0.0
Meta,Meta_Campaign_936,0.0,199.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,398.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,246.0,0,2.0,44.0
Meta,Meta_Campaign_936,1.5,2967.0,1,1.0,22.0
Meta,Meta_Campaign_936,0.0,255.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,457.0,0,1.0,22.0
Meta,Meta_Campaign_936,1.230000019,5517.0,1,0.0,0.0
Meta,Meta_Campaign_936,0.0,1539.0,0,1.0,22.0
Meta,Meta_Campaign_936,0.0,3189.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,3348.0,0,0.0,0.0
Meta,Meta_Campaign_936,4.659999847,20050.0,4,1.0,22.0
Meta,Meta_Campaign_936,0.0,2254.0,0,0.0,0.0
Meta,Meta_Campaign_936,1.539999962,5894.0,1,1.0,22.0
Meta,Meta_Campaign_936,2.720000029,9948.0,2,0.0,0.0
Meta,Meta_Campaign_936,4.289999962,5307.0,3,1.0,22.0
Meta,Meta_Campaign_936,3.25,4621.0,2,1.0,22.0
Meta,Meta_Campaign_936,0.0,784.0,0,1.0,22.0
Meta,Meta_Campaign_936,1.580000043,5775.0,1,1.0,22.0
Meta,Meta_Campaign_936,2.619999886,9297.0,2,1.0,22.0
Meta,Meta_Campaign_936,0.0,699.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,1104.0,0,0.0,0.0
Meta,Meta_Campaign_936,1.539999962,3717.0,1,0.0,0.0
Meta,Meta_Campaign_936,1.590000033,2879.0,1,2.0,44.0
Meta,Meta_Campaign_936,1.389999986,2749.0,1,0.0,0.0
Meta,Meta_Campaign_936,12.39000034,24028.0,9,0.0,0.0
Meta,Meta_Campaign_936,0.0,1118.0,0,1.0,22.0
Meta,Meta_Campaign_936,0.0,1083.0,0,1.0,22.0
Meta,Meta_Campaign_936,0.0,843.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.970000029,2983.0,1,0.0,0.0
Meta,Meta_Campaign_936,0.0,696.0,0,0.0,0.0
Meta,Meta_Campaign_936,3.150000095,7589.0,2,1.0,22.0
Meta,Meta_Campaign_936,11.94999981,20997.0,10,0.0,0.0
Meta,Meta_Campaign_936,1.360000014,4617.0,1,0.0,0.0
Meta,Meta_Campaign_936,0.0,259.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,1134.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,357.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,848.0,0,1.0,22.0
Meta,Meta_Campaign_936,1.480000019,3149.0,1,0.0,0.0
Meta,Meta_Campaign_936,0.0,87.0,0,1.0,22.0
Meta,Meta_Campaign_936,1.480000019,2563.0,1,0.0,0.0
Meta,Meta_Campaign_936,0.0,1107.0,0,0.0,0.0
Meta,Meta_Campaign_936,7.269999981,10677.0,5,0.0,0.0
Meta,Meta_Campaign_936,0.409999996,2189.0,1,0.0,0.0
Meta,Meta_Campaign_936,2.680000067,3277.0,2,0.0,0.0
Meta,Meta_Campaign_936,0.0,781.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,2226.0,0,0.0,0.0
Meta,Meta_Campaign_936,6.079999924,16274.0,4,0.0,0.0
Meta,Meta_Campaign_936,1.50999999,2077.0,1,1.0,22.0
Meta,Meta_Campaign_936,0.0,529.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,487.0,0,0.0,0.0
Meta,Meta_Campaign_936,2.099999905,4626.0,2,0.0,0.0
Meta,Meta_Campaign_936,1.559999943,2764.0,1,1.0,22.0
Meta,Meta_Campaign_936,2.960000038,5447.0,2,0.0,0.0
Meta,Meta_Campaign_936,12.36999989,28169.0,8,1.0,22.0
Meta,Meta_Campaign_936,0.0,415.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,810.0,0,1.0,22.0
Meta,Meta_Campaign_1178,254.049996,1194718.0,141,14.0,308.0
Meta,Meta_Campaign_1178,122.4,637648.0,67,5.0,110.0
Meta,Meta_Campaign_1178,0.0,24362.0,0,1.0,22.0
Meta,Meta_Campaign_1178,86.33000112,459690.0,50,2.0,44.0
Meta,Meta_Campaign_1178,161.9099991,750060.0,86,2.0,44.0
Meta,Meta_Campaign_1178,1.820000052,30068.0,1,0.0,0.0
Meta,Meta_Campaign_1178,236.7699986,1267550.0,123,10.0,220.0
Meta,Meta_Campaign_1178,639.9499981,3052003.0,340,17.0,374.0
Meta,Meta_Campaign_1178,1.590000033,29945.0,1,1.0,22.0
Meta,Meta_Campaign_1178,52.97000015,357856.0,30,3.0,66.0
Meta,Meta_Campaign_1178,360.1500015,2080666.0,202,21.0,462.0
Meta,Meta_Campaign_1178,16.5200001,145999.0,9,2.0,44.0
Meta,Meta_Campaign_1178,1.539999962,32616.0,1,0.0,0.0
Meta,Meta_Campaign_1178,163.8999972,984521.0,95,14.0,308.0
Meta,Meta_Campaign_1178,210.3600006,880814.0,123,2.0,44.0
Meta,Meta_Campaign_1178,35.73000026,182452.0,20,1.0,22.0
Meta,Meta_Campaign_1178,215.8399994,894911.0,120,4.0,88.0
Meta,Meta_Campaign_1178,3.800000072,31349.0,2,0.0,0.0
Meta,Meta_Campaign_1178,96.80000055,410310.0,55,0.0,0.0
Meta,Meta_Campaign_1178,157.329998,572450.0,89,4.0,88.0
Meta,Meta_Campaign_1178,26.56999946,98759.0,15,1.0,22.0
Meta,Meta_Campaign_1178,93.08999991,345371.0,54,3.0,66.0
Meta,Meta_Campaign_1178,78.9200002,323899.0,46,1.0,22.0
Meta,Meta_Campaign_1178,103.1500002,399199.0,58,0.0,0.0
Meta,Meta_Campaign_1178,36.53000021,171202.0,22,1.0,22.0
Meta,Meta_Campaign_1178,28.85000002,128386.0,15,1.0,22.0
Meta,Meta_Campaign_1178,257.7099986,1034284.0,152,9.0,198.0
Meta,Meta_Campaign_1178,7.220000148,45923.0,5,0.0,0.0
Meta,Meta_Campaign_1178,7.899999976,40873.0,4,1.0,22.0
Meta,Meta_Campaign_1178,62.06000042,286553.0,34,1.0,22.0
Meta,Meta_Campaign_1178,2.099999905,20618.0,1,1.0,22.0
Meta,Meta_Campaign_1178,14.14000046,83591.0,7,2.0,44.0
Meta,Meta_Campaign_1178,23.73000026,114923.0,12,2.0,44.0
Meta,Meta_Campaign_1178,1.710000038,25002.0,1,0.0,0.0
Meta,Meta_Campaign_1178,9.440000057,68905.0,5,0.0,0.0
Meta,Meta_Campaign_1178,27.79999924,169588.0,16,0.0,0.0
Meta,Meta_Campaign_1178,67.65000057,328991.0,35,2.0,44.0
Meta,Meta_Campaign_1178,2.980000019,23198.0,2,0.0,0.0
Meta,Meta_Campaign_1178,3.24000001,26890.0,2,0.0,0.0
Meta,Meta_Campaign_1178,52.26000011,221695.0,31,2.0,44.0
Meta,Meta_Campaign_1178,13.0400002,88443.0,7,1.0,22.0
Meta,Meta_Campaign_1178,38.38999975,187856.0,23,1.0,22.0
Meta,Meta_Campaign_1178,138.7699997,570699.0,80,2.0,44.0
Meta,Meta_Campaign_1178,260.3800013,1063508.0,145,7.0,154.0
Meta,Meta_Campaign_1178,8.549999952,50523.0,6,0.0,0.0
Meta,Meta_Campaign_1178,15.63000023,87935.0,9,0.0,0.0
Meta,Meta_Campaign_1178,60.19999957,278225.0,33,0.0,0.0
Meta,Meta_Campaign_1178,34.19000006,209461.0,20,0.0,0.0
Meta,Meta_Campaign_1178,3.24000001,26316.0,2,0.0,0.0
Meta,Meta_Campaign_1178,5.140000105,41030.0,3,1.0,22.0
Meta,Meta_Campaign_1178,216.5599982,876671.0,120,4.0,88.0
Meta,Meta_Campaign_1178,93.07000041,399392.0,53,0.0,0.0
Meta,Meta_Campaign_1178,56.05999923,283858.0,30,0.0,0.0
Meta,Meta_Campaign_1178,54.09999871,260699.0,31,2.0,44.0
Meta,Meta_Campaign_1178,7.800000072,57781.0,5,1.0,22.0
Meta,Meta_Campaign_1178,5.220000029,38757.0,3,0.0,0.0
Meta,Meta_Campaign_1178,358.5500029,1392288.0,206,7.0,154.0
Meta,Meta_Campaign_1178,280.9899995,1109387.0,159,2.0,44.0
Meta,Meta_Campaign_1178,115.1200008,581281.0,65,5.0,110.0
Meta,Meta_Campaign_1178,219.770002,1048861.0,128,8.0,176.0
Meta,Meta_Campaign_1178,52.01999986,297452.0,30,1.0,22.0
Meta,Meta_Campaign_1178,35.30999994,227925.0,22,12.0,264.0
Meta,Meta_Campaign_1178,63.32000101,374175.0,38,3.0,66.0
Meta,Meta_Campaign_1178,54.24000037,223586.0,32,0.0,0.0
Meta,Meta_Campaign_1178,65.22999996,283170.0,39,1.0,22.0
Meta,Meta_Campaign_1178,4.210000038,41636.0,3,0.0,0.0
Meta,Meta_Campaign_1178,48.60999978,198658.0,30,1.0,22.0
Meta,Meta_Campaign_1178,13.91999972,100596.0,10,2.0,44.0
Meta,Meta_Campaign_1178,11.0599997,64020.0,5,0.0,0.0
Meta,Meta_Campaign_1178,0.0,14289.0,0,0.0,0.0
Meta,Meta_Campaign_1178,87.42000079,404866.0,43,0.0,0.0
Meta,Meta_Campaign_1178,1.659999967,22256.0,1,1.0,22.0
Meta,Meta_Campaign_1178,6.74000001,57690.0,4,0.0,0.0
Meta,Meta_Campaign_1178,8.220000267,24952.0,5,2.0,44.0
Meta,Meta_Campaign_1178,5.580000043,38900.0,3,0.0,0.0
Meta,Meta_Campaign_1178,9.2299999,53520.0,6,1.0,22.0
Meta,Meta_Campaign_1178,34.22999972,181683.0,20,1.0,22.0
Meta,Meta_Campaign_1178,3.149999976,29185.0,2,0.0,0.0
Meta,Meta_Campaign_1178,20.2099994,105047.0,13,1.0,22.0
Meta,Meta_Campaign_1178,59.43999982,287976.0,31,2.0,44.0
Meta,Meta_Campaign_1178,38.58999968,212175.0,22,1.0,22.0
Meta,Meta_Campaign_1178,0.0,11139.0,0,1.0,22.0
Meta,Meta_Campaign_1178,21.84999979,124005.0,11,1.0,22.0
Meta,Meta_Campaign_1178,1.960000038,20423.0,1,0.0,0.0
Meta,Meta_Campaign_1178,22.32000005,103001.0,14,0.0,0.0
Meta,Meta_Campaign_1178,110.2399991,447420.0,66,2.0,44.0
Meta,Meta_Campaign_1178,29.75000048,156101.0,19,2.0,44.0
Meta,Meta_Campaign_1178,18.47000015,93015.0,12,0.0,0.0
Meta,Meta_Campaign_1178,36.24000025,145398.0,23,0.0,0.0
Meta,Meta_Campaign_1178,76.43999958,296413.0,50,1.0,22.0
Meta,Meta_Campaign_1178,0.0,9370.0,0,1.0,22.0
Meta,Meta_Campaign_1178,11.80000019,63785.0,7,2.0,44.0
Meta,Meta_Campaign_1178,26.81999981,118522.0,14,1.0,22.0
Meta,Meta_Campaign_1178,65.67000115,240123.0,38,4.0,88.0
Meta,Meta_Campaign_1178,32.24000025,169108.0,20,1.0,22.0
Meta,Meta_Campaign_1178,245.5999999,1044442.0,142,8.0,176.0
Meta,Meta_Campaign_1178,17.6400001,93891.0,11,3.0,66.0
Meta,Meta_Campaign_1178,38.54999936,185823.0,25,1.0,22.0
Meta,Meta_Campaign_1178,40.75999951,175631.0,23,0.0,0.0
Meta,Meta_Campaign_1178,6.370000005,37187.0,4,0.0,0.0
Meta,Meta_Campaign_1178,0.0,10991.0,0,0.0,0.0
Meta,Meta_Campaign_1178,89.76000047,344618.0,51,1.0,22.0
Meta,Meta_Campaign_1178,16.1500001,98066.0,9,0.0,0.0
Meta,Meta_Campaign_1178,189.1299984,770749.0,100,3.0,66.0
Meta,Meta_Campaign_1178,8.529999852,52553.0,5,0.0,0.0
Meta,Meta_Campaign_1178,67.77000129,362296.0,39,3.0,66.0
Meta,Meta_Campaign_1178,96.8999989,427729.0,50,1.0,22.0
Meta,Meta_Campaign_1178,37.13000011,180351.0,21,1.0,22.0
Meta,Meta_Campaign_1178,53.15999961,187329.0,29,1.0,22.0
Meta,Meta_Campaign_1178,192.9299995,782894.0,118,2.0,44.0
Meta,Meta_Campaign_1178,236.1199988,1206533.0,128,6.0,132.0
Meta,Meta_Campaign_1178,12.57000017,84494.0,7,0.0,0.0
Meta,Meta_Campaign_1178,12.5800004,94257.0,7,1.0,22.0
Meta,Meta_Campaign_1178,28.04999959,131060.0,16,1.0,22.0
Meta,Meta_Campaign_1178,83.48000121,341603.0,50,2.0,44.0
Meta,Meta_Campaign_1178,30.4799999,140749.0,19,1.0,22.0
Meta,Meta_Campaign_1178,20.29999983,102525.0,13,1.0,22.0
Meta,Meta_Campaign_1178,131.5799983,447952.0,68,1.0,22.0
Meta,Meta_Campaign_1178,14.62999988,76355.0,9,0.0,0.0
Meta,Meta_Campaign_1178,64.46999931,256598.0,38,1.0,22.0
Meta,Meta_Campaign_1178,30.15000057,127476.0,21,2.0,44.0
Meta,Meta_Campaign_1178,62.25000024,237603.0,37,2.0,44.0
Meta,Meta_Campaign_1178,78.03999984,271091.0,42,1.0,22.0
Meta,Meta_Campaign_1178,3.400000095,21743.0,2,0.0,0.0
Meta,Meta_Campaign_1178,14.8300004,88970.0,10,0.0,0.0
Meta,Meta_Campaign_1178,22.42999983,108362.0,13,1.0,22.0
Meta,Meta_Campaign_1178,44.14000034,188596.0,27,0.0,0.0
Meta,Meta_Campaign_1178,69.65999997,275080.0,43,3.0,66.0
Meta,Meta_Campaign_1178,16.26999998,64647.0,10,0.0,0.0
Meta,Meta_Campaign_1178,5.789999902,31265.0,4,0.0,0.0
Meta,Meta_Campaign_1178,42.08000016,140147.0,24,0.0,0.0
Meta,Meta_Campaign_1178,67.66999984,223120.0,40,0.0,0.0
Meta,Meta_Campaign_1178,34.07000089,104869.0,18,0.0,0.0
Meta,Meta_Campaign_1178,41.71999967,165177.0,23,1.0,22.0
Meta,Meta_Campaign_1178,19.56999981,84194.0,11,0.0,0.0
Meta,Meta_Campaign_1178,57.37,220581.0,31,1.0,22.0
Meta,Meta_Campaign_1178,17.36999965,75804.0,10,1.0,22.0
Meta,Meta_Campaign_1178,100.289999,368986.0,59,0.0,0.0
Meta,Meta_Campaign_1178,3.709999919,28194.0,3,0.0,0.0
Meta,Meta_Campaign_1178,23.2099998,99961.0,14,0.0,0.0
Meta,Meta_Campaign_1178,0.0,7573.0,0,0.0,0.0
Meta,Meta_Campaign_1178,177.8899992,685781.0,103,1.0,22.0
Meta,Meta_Campaign_1178,66.7700001,274222.0,43,1.0,22.0
Meta,Meta_Campaign_1178,32.67999995,110503.0,25,0.0,0.0
Meta,Meta_Campaign_1178,420.5799983,1447755.0,233,8.0,176.0
Meta,Meta_Campaign_1178,87.55000067,358987.0,52,0.0,0.0
Meta,Meta_Campaign_1178,232.3700008,826205.0,125,1.0,22.0
Meta,Meta_Campaign_1178,150.1400012,550954.0,84,0.0,0.0
Meta,Meta_Campaign_1178,96.48000073,378350.0,55,0.0,0.0
Meta,Meta_Campaign_1178,95.5100013,492784.0,56,4.0,88.0
Meta,Meta_Campaign_1178,72.3100003,327158.0,43,2.0,44.0
Meta,Meta_Campaign_1178,0.0,9921.0,0,0.0,0.0
Meta,Meta_Campaign_1178,9.209999919,59390.0,5,3.0,66.0
Meta,Meta_Campaign_1178,254.2500038,1040330.0,147,2.0,44.0
Meta,Meta_Campaign_1178,11.17000031,49422.0,6,0.0,0.0
Meta,Meta_Campaign_1178,34.23000026,131091.0,18,1.0,22.0
Meta,Meta_Campaign_1178,25.26000011,95691.0,15,1.0,22.0
Meta,Meta_Campaign_1178,1.289999962,15513.0,1,0.0,0.0
Meta,Meta_Campaign_1178,113.9900012,382537.0,63,3.0,66.0
Meta,Meta_Campaign_1178,121.0999982,461356.0,64,3.0,66.0
Meta,Meta_Campaign_1178,98.70000017,392541.0,53,2.0,44.0
Meta,Meta_Campaign_1178,8.800000072,35088.0,5,1.0,22.0
Meta,Meta_Campaign_1178,9.929999948,53933.0,6,1.0,22.0
Meta,Meta_Campaign_1178,53.38999939,228861.0,33,2.0,44.0
Meta,Meta_Campaign_1178,3.769999981,20959.0,2,1.0,22.0
Meta,Meta_Campaign_1178,3.190000057,24992.0,2,0.0,0.0
Meta,Meta_Campaign_1178,24.17999995,100351.0,15,1.0,22.0
Meta,Meta_Campaign_1178,76.89999968,292448.0,43,1.0,22.0
Meta,Meta_Campaign_1178,14.5200001,65060.0,7,1.0,22.0
Meta,Meta_Campaign_1178,36.17000055,133316.0,21,0.0,0.0
Meta,Meta_Campaign_1178,38.44000077,113501.0,26,4.0,88.0
Meta,Meta_Campaign_1178,61.92999995,192810.0,41,3.0,66.0
Meta,Meta_Campaign_1178,70.4100008,233404.0,43,1.0,22.0
Meta,Meta_Campaign_1178,37.5999999,128843.0,24,0.0,0.0
Meta,Meta_Campaign_1178,20.59000027,63564.0,12,0.0,0.0
Meta,Meta_Campaign_1178,24.78000021,85970.0,14,1.0,22.0
Meta,Meta_Campaign_1178,29.53999937,131232.0,16,1.0,22.0
Meta,Meta_Campaign_1178,37.84999979,152454.0,22,1.0,22.0
Meta,Meta_Campaign_1178,2.290000021,28989.0,2,0.0,0.0
Meta,Meta_Campaign_1178,24.1900003,80248.0,15,1.0,22.0
Meta,Meta_Campaign_1178,8.519999981,38580.0,5,0.0,0.0
Meta,Meta_Campaign_1178,163.36,621591.0,91,1.0,22.0
Meta,Meta_Campaign_1178,58.14000005,250499.0,36,1.0,22.0
Meta,Meta_Campaign_1178,29.30999982,131637.0,18,1.0,22.0
Meta,Meta_Campaign_1178,116.3399996,463813.0,69,2.0,44.0
Meta,Meta_Campaign_1178,60.89999914,211767.0,35,1.0,22.0
Meta,Meta_Campaign_1178,40.02000093,163181.0,26,1.0,22.0
Meta,Meta_Campaign_1178,260.0699984,1117385.0,147,2.0,44.0
Meta,Meta_Campaign_1178,359.4700001,1663441.0,205,6.0,132.0
Meta,Meta_Campaign_1178,105.7099996,455248.0,54,2.0,44.0
Meta,Meta_Campaign_1178,10.66000009,75589.0,6,1.0,22.0
Meta,Meta_Campaign_1178,143.3000009,594267.0,82,2.0,44.0
Meta,Meta_Campaign_1178,65.02999854,315281.0,35,0.0,0.0
Meta,Meta_Campaign_1178,117.5599997,363456.0,71,1.0,22.0
Meta,Meta_Campaign_1178,143.4300001,438983.0,81,1.0,22.0
Meta,Meta_Campaign_1178,9.659999847,42563.0,5,1.0,22.0
Meta,Meta_Campaign_1178,124.7999995,399035.0,75,3.0,66.0
Meta,Meta_Campaign_1178,98.55000019,304680.0,59,0.0,0.0
Meta,Meta_Campaign_1178,40.77000022,140596.0,23,0.0,0.0
Meta,Meta_Campaign_1178,134.8799999,439986.0,80,3.0,66.0
Meta,Meta_Campaign_1178,19.3599999,75803.0,11,2.0,44.0
Meta,Meta_Campaign_1178,0.0,7073.0,0,0.0,0.0
Meta,Meta_Campaign_1178,43.01000035,153586.0,28,0.0,0.0
Meta,Meta_Campaign_1178,42.62999976,180815.0,31,0.0,0.0
Meta,Meta_Campaign_1178,75.78999984,253169.0,51,0.0,0.0
Meta,Meta_Campaign_1178,7.710000038,34453.0,5,1.0,22.0
Meta,Meta_Campaign_1178,14.03999984,51550.0,8,0.0,0.0
Meta,Meta_Campaign_1178,39.85999966,110018.0,24,0.0,0.0
Meta,Meta_Campaign_1178,36.77999961,137584.0,21,0.0,0.0
Meta,Meta_Campaign_1178,54.86999953,209825.0,30,0.0,0.0
Meta,Meta_Campaign_1178,87.7899996,264222.0,63,1.0,22.0
Meta,Meta_Campaign_1178,6.730000019,31202.0,5,0.0,0.0
Meta,Meta_Campaign_1178,76.83999932,252991.0,49,0.0,0.0
Meta,Meta_Campaign_1178,15.53999972,56265.0,9,0.0,0.0
Meta,Meta_Campaign_1178,17.67000008,76923.0,11,2.0,44.0
Meta,Meta_Campaign_1178,49.60000014,209332.0,30,1.0,22.0
Meta,Meta_Campaign_1178,53.26999903,214094.0,31,0.0,0.0
Meta,Meta_Campaign_1178,126.9299996,526209.0,85,2.0,44.0
Meta,Meta_Campaign_1178,179.620001,741143.0,120,1.0,22.0
Meta,Meta_Campaign_1178,38.42000043,172827.0,25,0.0,0.0
Meta,Meta_Campaign_1178,58.5999999,188873.0,38,1.0,22.0
Meta,Meta_Campaign_1178,39.72999978,123126.0,25,1.0,22.0
Meta,Meta_Campaign_1178,19.11000001,77794.0,14,1.0,22.0
Meta,Meta_Campaign_1178,15.81000018,56630.0,9,1.0,22.0
Meta,Meta_Campaign_1178,140.9700022,400844.0,85,2.0,44.0
Meta,Meta_Campaign_1178,60.76000023,208572.0,36,1.0,22.0
Meta,Meta_Campaign_1178,13.51000011,59004.0,8,0.0,0.0
Meta,Meta_Campaign_1178,55.10000002,196253.0,32,0.0,0.0
Meta,Meta_Campaign_1178,12.63000011,51858.0,8,1.0,22.0
Meta,Meta_Campaign_1178,81.36000025,280764.0,49,1.0,22.0
Meta,Meta_Campaign_1178,16.47000003,63660.0,11,1.0,22.0
Meta,Meta_Campaign_1178,31.02999997,109289.0,19,0.0,0.0
Meta,Meta_Campaign_1178,60.72999966,188440.0,40,1.0,22.0
Meta,Meta_Campaign_1178,74.83000135,212496.0,44,1.0,22.0
Meta,Meta_Campaign_1178,7.480000019,32574.0,5,0.0,0.0
Meta,Meta_Campaign_1178,36.4800005,128595.0,23,1.0,22.0
Meta,Meta_Campaign_1178,68.06000054,242234.0,48,0.0,0.0
Meta,Meta_Campaign_1178,7.879999995,33154.0,5,1.0,22.0
Meta,Meta_Campaign_1178,1.460000038,9773.0,1,0.0,0.0
Meta,Meta_Campaign_1178,123.5500004,464036.0,77,1.0,22.0
Meta,Meta_Campaign_1178,135.7500012,478480.0,75,1.0,22.0
Meta,Meta_Campaign_1178,116.8800001,428812.0,66,2.0,44.0
Meta,Meta_Campaign_1178,365.6600009,1177535.0,221,3.0,66.0
Meta,Meta_Campaign_45-49,1.0,128.2799988,4,,
Meta,Meta_Campaign_45-49,1.0,10.77999985,2,,
Meta,Meta_Campaign_45-49,2.0,133.6999986,2,,
Meta,Meta_Campaign_45-49,0.0,64.87999952,2,,
Meta,Meta_Campaign_45-49,7.0,603.380002,16,,
Meta,Meta_Campaign_45-49,1.0,220.559999,6,,
Meta,Meta_Campaign_45-49,1.0,33.89999998,3,,
Meta,Meta_Campaign_45-49,3.0,318.9700032,6,,
Meta,Meta_Campaign_45-49,2.0,248.6400001,7,,
Meta,Meta_Campaign_45-49,1.0,40.93000007,1,,
Meta,Meta_Campaign_45-49,0.0,109.2500008,1,,
Meta,Meta_Campaign_45-49,1.0,134.1199975,6,,
Meta,Meta_Campaign_45-49,4.0,103.3899996,4,,
Meta,Meta_Campaign_45-49,0.0,116.5599996,5,,
Meta,Meta_Campaign_45-49,1.0,120.2999994,2,,
Meta,Meta_Campaign_45-49,0.0,25.45999968,1,,
Meta,Meta_Campaign_45-49,0.0,35.67999983,2,,
Meta,Meta_Campaign_45-49,1.0,131.7800006,3,,
Meta,Meta_Campaign_45-49,1.0,29.91000021,1,,
Meta,Meta_Campaign_45-49,1.0,46.7900002,2,,
Meta,Meta_Campaign_45-49,0.0,3.189999938,1,,
Meta,Meta_Campaign_45-49,0.0,16.67999983,2,,
Meta,Meta_Campaign_45-49,0.0,11.11000013,1,,
Meta,Meta_Campaign_45-49,0.0,127.5699993,2,,
